IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.74.6.16,2086,2086,false,LAX,North America,Los Angeles,190,7.58
8.222.181.139,443,443,true,SIN,Asia Pacific,Singapore,73,7.58
8.210.174.156,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,7.58
47.74.43.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,180,7.57
8.222.155.242,8080,8080,false,SIN,Asia Pacific,Singapore,27,7.57
47.245.59.243,2083,2083,true,NRT,Asia Pacific,Tokyo,191,7.57
47.74.10.135,80,80,false,HKG,Asia Pacific,Hong Kong,183,7.57
8.209.222.31,8443,8443,true,NRT,Asia Pacific,Tokyo,82,7.57
8.217.85.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,7.57
8.219.122.96,2087,2087,true,SIN,Asia Pacific,Singapore,96,7.57
8.222.210.182,80,80,false,SIN,Asia Pacific,Singapore,22,7.57
47.74.44.57,8443,8443,true,SIN,Asia Pacific,Singapore,244,7.56
47.245.54.58,8880,8880,false,SIN,Asia Pacific,Singapore,179,7.56
8.219.107.199,2086,2086,false,SIN,Asia Pacific,Singapore,21,7.56
8.209.243.172,2095,2095,false,HKG,Asia Pacific,Hong Kong,174,7.56
8.218.22.210,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,7.55
8.219.53.222,2053,2053,true,SIN,Asia Pacific,Singapore,81,7.55
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,59,7.55
8.222.224.162,2086,0,false,SIN,Asia Pacific,Singapore,6,7.55
47.74.15.80,8080,8080,false,HKG,Asia Pacific,Hong Kong,166,7.55
47.236.104.98,2087,2087,true,SIN,Asia Pacific,Singapore,76,7.55
8.219.103.126,2052,2052,false,SIN,Asia Pacific,Singapore,7,7.54
8.219.101.138,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.54
47.74.5.99,2086,2086,false,LAX,North America,Los Angeles,187,7.54
47.74.26.132,2053,2053,true,SIN,Asia Pacific,Singapore,217,7.54
8.209.255.195,8880,8880,false,HKG,Asia Pacific,Hong Kong,167,7.54
47.74.5.99,2083,2083,true,HKG,Asia Pacific,Hong Kong,255,7.54
47.74.6.16,8443,8443,true,SIN,Asia Pacific,Singapore,218,7.53
8.219.175.127,2053,2053,true,SIN,Asia Pacific,Singapore,57,7.53
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,7.53
8.217.239.116,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,7.53
8.219.107.199,2052,2052,false,SIN,Asia Pacific,Singapore,19,7.53
47.74.46.84,8080,8080,false,LAX,North America,Los Angeles,184,7.53
8.217.239.116,8443,8443,true,HKG,Asia Pacific,Hong Kong,86,7.53
47.91.10.228,2053,2053,true,HKG,Asia Pacific,Hong Kong,164,7.53
8.210.39.96,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,7.53
8.218.2.181,8443,8443,true,HKG,Asia Pacific,Hong Kong,51,7.52
47.74.27.94,8443,8443,true,SIN,Asia Pacific,Singapore,244,7.52
47.245.84.155,2096,2096,true,SIN,Asia Pacific,Singapore,150,7.52
8.222.224.163,8080,8080,false,SIN,Asia Pacific,Singapore,43,7.52
47.245.59.133,2095,2095,false,HKG,Asia Pacific,Hong Kong,176,7.52
47.74.13.239,2095,2095,false,NRT,Asia Pacific,Tokyo,89,7.51
8.219.60.54,443,443,true,SIN,Asia Pacific,Singapore,177,7.51
47.245.54.58,2095,2095,false,SIN,Asia Pacific,Singapore,165,7.51
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,152,7.51
8.222.130.137,80,80,false,SIN,Asia Pacific,Singapore,60,7.51
8.222.155.242,2086,2086,false,SIN,Asia Pacific,Singapore,8,7.51
47.91.31.231,8880,0,false,HKG,Asia Pacific,Hong Kong,167,7.51
47.74.34.73,8880,8880,false,NRT,Asia Pacific,Tokyo,74,7.51
47.74.39.194,2082,2082,false,HKG,Asia Pacific,Hong Kong,169,7.51
47.236.148.174,8880,8880,false,SIN,Asia Pacific,Singapore,312,7.51
47.236.119.253,2082,2082,false,SIN,Asia Pacific,Singapore,20,7.50
8.209.243.172,2086,2086,false,HKG,Asia Pacific,Hong Kong,166,7.50
8.219.167.113,8080,8080,false,SIN,Asia Pacific,Singapore,18,7.50
8.222.168.24,2096,2096,true,SIN,Asia Pacific,Singapore,65,7.50
47.236.116.26,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,7.50
47.74.46.84,2052,2052,false,HKG,Asia Pacific,Hong Kong,166,7.50
8.219.56.205,2083,2083,true,SIN,Asia Pacific,Singapore,37,7.49
47.74.42.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,223,7.49
47.74.15.80,2096,2096,true,LAX,North America,Los Angeles,195,7.49
47.74.3.2,2083,2083,true,LAX,North America,Los Angeles,281,7.49
8.219.142.229,2087,2087,true,SIN,Asia Pacific,Singapore,177,7.49
8.219.55.31,8080,8080,false,SIN,Asia Pacific,Singapore,75,7.49
47.74.15.117,2053,2053,true,NRT,Asia Pacific,Tokyo,180,7.49
8.219.115.215,2052,2052,false,SIN,Asia Pacific,Singapore,9,7.49
47.236.119.253,2095,2095,false,SIN,Asia Pacific,Singapore,5,7.49
8.219.134.63,8880,8880,false,SIN,Asia Pacific,Singapore,19,7.49
47.74.27.211,2082,2082,false,SIN,Asia Pacific,Singapore,155,7.48
8.222.159.252,2052,2052,false,SIN,Asia Pacific,Singapore,22,7.48
47.74.36.154,8080,8080,false,LAX,North America,Los Angeles,179,7.48
8.209.242.25,8443,8443,true,SIN,Asia Pacific,Singapore,177,7.48
47.245.126.151,8080,8080,false,SIN,Asia Pacific,Singapore,20,7.48
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,95,7.47
47.245.59.133,8080,8080,false,LAX,North America,Los Angeles,190,7.47
47.74.50.249,8080,8080,false,SIN,Asia Pacific,Singapore,154,7.47
47.74.42.17,2052,2052,false,HKG,Asia Pacific,Hong Kong,177,7.47
8.222.136.196,2087,2087,true,SIN,Asia Pacific,Singapore,63,7.47
47.245.53.50,8080,8080,false,HKG,Asia Pacific,Hong Kong,180,7.47
47.245.55.94,8880,8880,false,SIN,Asia Pacific,Singapore,170,7.47
8.222.154.227,2095,2095,false,SIN,Asia Pacific,Singapore,13,7.47
47.74.18.121,2096,2096,true,HKG,Asia Pacific,Hong Kong,303,7.47
47.74.27.211,2096,2096,true,SIN,Asia Pacific,Singapore,264,7.47
47.245.56.207,2095,2095,false,LAX,North America,Los Angeles,196,7.47
47.74.13.94,2095,2095,false,NRT,Asia Pacific,Tokyo,81,7.47
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,7.46
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,7.46
8.218.18.132,443,443,true,HKG,Asia Pacific,Hong Kong,44,7.46
8.222.160.61,80,80,false,HKG,Asia Pacific,Hong Kong,72,7.45
47.74.3.2,2086,2086,false,LAX,North America,Los Angeles,192,7.45
47.74.14.85,8880,8880,false,LAX,North America,Los Angeles,181,7.45
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,89,7.45
47.245.108.213,2087,2087,true,SIN,Asia Pacific,Singapore,91,7.45
47.245.113.117,2052,2052,false,SIN,Asia Pacific,Singapore,15,7.45
47.236.4.129,2086,2086,false,SIN,Asia Pacific,Singapore,26,7.44
8.219.101.72,2082,2082,false,SIN,Asia Pacific,Singapore,13,7.44
8.209.243.172,2087,2087,true,HKG,Asia Pacific,Hong Kong,214,7.44
8.219.215.214,8443,8443,true,HKG,Asia Pacific,Hong Kong,95,7.44
47.74.49.62,8443,8443,true,SIN,Asia Pacific,Singapore,292,7.44
47.74.52.188,2095,2095,false,SIN,Asia Pacific,Singapore,156,7.43
8.219.151.193,8080,8080,false,SIN,Asia Pacific,Singapore,17,7.43
47.74.22.171,8080,8080,false,LAX,North America,Los Angeles,193,7.43
8.219.100.168,2053,2053,true,SIN,Asia Pacific,Singapore,93,7.43
47.74.5.99,2052,2052,false,SIN,Asia Pacific,Singapore,155,7.43
47.245.102.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,7.43
47.74.26.196,2052,2052,false,HKG,Asia Pacific,Hong Kong,161,7.43
8.219.74.35,2053,2053,true,SIN,Asia Pacific,Singapore,107,7.43
47.245.54.98,8443,8443,true,NRT,Asia Pacific,Tokyo,219,7.43
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,14,7.42
8.219.240.160,2083,2083,true,SIN,Asia Pacific,Singapore,40,7.42
47.74.27.211,2052,2052,false,HKG,Asia Pacific,Hong Kong,168,7.42
47.245.56.207,2082,2082,false,SIN,Asia Pacific,Singapore,164,7.42
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,34,7.42
47.245.102.156,8443,8443,true,SIN,Asia Pacific,Singapore,27,7.42
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,7.41
8.222.169.182,8080,8080,false,SIN,Asia Pacific,Singapore,33,7.41
47.74.27.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,172,7.41
8.219.248.47,8443,8443,true,SIN,Asia Pacific,Singapore,98,7.41
8.219.51.211,2053,2053,true,SIN,Asia Pacific,Singapore,76,7.41
8.222.224.162,8880,8880,false,SIN,Asia Pacific,Singapore,5,7.41
8.209.243.137,8443,8443,true,HKG,Asia Pacific,Hong Kong,166,7.41
8.219.56.205,2082,2082,false,SIN,Asia Pacific,Singapore,5,7.41
47.243.107.148,8443,8443,true,HKG,Asia Pacific,Hong Kong,104,7.41
47.74.54.145,2082,2082,false,NRT,Asia Pacific,Tokyo,79,7.40
47.74.26.132,80,80,false,HKG,Asia Pacific,Hong Kong,172,7.40
47.74.11.251,2096,2096,true,NRT,Asia Pacific,Tokyo,147,7.40
47.74.52.104,2095,2095,false,LAX,North America,Los Angeles,173,7.40
8.222.147.203,80,80,false,SIN,Asia Pacific,Singapore,24,7.40
8.219.170.232,2096,2096,true,SIN,Asia Pacific,Singapore,32,7.40
8.219.172.128,80,80,false,SIN,Asia Pacific,Singapore,11,7.40
8.209.243.99,2052,2052,false,NRT,Asia Pacific,Tokyo,77,7.39
47.245.59.188,2086,2086,false,NRT,Asia Pacific,Tokyo,111,7.39
8.219.110.88,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.39
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,24,7.39
47.74.6.16,2052,2052,false,HKG,Asia Pacific,Hong Kong,137,7.39
8.219.112.75,2082,2082,false,SIN,Asia Pacific,Singapore,12,7.39
8.222.129.245,2052,2052,false,SIN,Asia Pacific,Singapore,35,7.39
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,84,7.39
8.217.251.62,2095,2095,false,HKG,Asia Pacific,Hong Kong,41,7.38
47.74.42.17,8880,8880,false,NRT,Asia Pacific,Tokyo,71,7.38
47.74.6.16,2082,2082,false,HKG,Asia Pacific,Hong Kong,142,7.38
47.74.15.117,2086,2086,false,HKG,Asia Pacific,Hong Kong,193,7.38
8.222.145.110,2083,2083,true,SIN,Asia Pacific,Singapore,81,7.38
8.219.103.57,2096,2096,true,SIN,Asia Pacific,Singapore,149,7.38
8.219.93.85,2052,2052,false,SIN,Asia Pacific,Singapore,28,7.38
47.74.43.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,170,7.37
8.209.252.13,8080,8080,false,LAX,North America,Los Angeles,179,7.37
47.74.13.94,8880,8880,false,NRT,Asia Pacific,Tokyo,82,7.37
47.236.75.113,2082,2082,false,SIN,Asia Pacific,Singapore,30,7.37
8.219.134.117,8880,8880,false,SIN,Asia Pacific,Singapore,23,7.37
47.74.0.183,2082,2082,false,NRT,Asia Pacific,Tokyo,76,7.37
8.219.65.191,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.36
47.245.113.117,8880,8880,false,SIN,Asia Pacific,Singapore,10,7.36
8.219.197.111,443,443,true,SIN,Asia Pacific,Singapore,48,7.35
8.219.154.107,80,80,false,SIN,Asia Pacific,Singapore,24,7.35
47.74.41.87,8880,8880,false,NRT,Asia Pacific,Tokyo,72,7.35
8.219.170.58,80,80,false,SIN,Asia Pacific,Singapore,12,7.35
47.236.147.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,7.35
8.209.252.13,2087,2087,true,NRT,Asia Pacific,Tokyo,94,7.35
47.74.52.188,2082,2082,false,LAX,North America,Los Angeles,176,7.35
8.219.185.191,2096,2096,true,SIN,Asia Pacific,Singapore,134,7.35
47.236.83.196,2087,2087,true,SIN,Asia Pacific,Singapore,104,7.35
47.74.5.99,80,80,false,SIN,Asia Pacific,Singapore,154,7.35
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,66,7.34
8.219.87.34,8880,8880,false,SIN,Asia Pacific,Singapore,23,7.34
47.245.113.117,2086,2086,false,SIN,Asia Pacific,Singapore,9,7.34
8.219.77.222,2096,2096,true,SIN,Asia Pacific,Singapore,95,7.34
47.245.113.12,2082,2082,false,SIN,Asia Pacific,Singapore,10,7.34
8.222.129.32,2052,2052,false,SIN,Asia Pacific,Singapore,43,7.34
47.91.31.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,202,7.34
47.245.59.133,80,80,false,HKG,Asia Pacific,Hong Kong,187,7.34
8.209.248.161,2087,2087,true,HKG,Asia Pacific,Hong Kong,239,7.34
8.219.173.195,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.34
8.219.98.13,8443,8443,true,SIN,Asia Pacific,Singapore,79,7.33
8.219.251.81,8443,8443,true,SIN,Asia Pacific,Singapore,73,7.33
47.245.56.121,2096,2096,true,SIN,Asia Pacific,Singapore,295,7.33
47.74.27.151,8880,8880,false,SIN,Asia Pacific,Singapore,158,7.32
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.32
8.222.147.203,2095,2095,false,SIN,Asia Pacific,Singapore,4,7.32
8.219.110.88,8880,8880,false,SIN,Asia Pacific,Singapore,18,7.32
8.210.174.156,80,0,false,HKG,Asia Pacific,Hong Kong,45,7.32
8.222.144.219,8880,8880,false,SIN,Asia Pacific,Singapore,21,7.32
47.245.56.29,2083,2083,true,NRT,Asia Pacific,Tokyo,212,7.32
47.74.9.63,2053,2053,true,HKG,Asia Pacific,Hong Kong,281,7.31
8.219.72.51,2095,2095,false,SIN,Asia Pacific,Singapore,19,7.31
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,119,7.31
8.219.106.156,2082,2082,false,SIN,Asia Pacific,Singapore,14,7.31
47.236.116.26,2052,2052,false,SIN,Asia Pacific,Singapore,23,7.31
8.219.111.147,2095,2095,false,SIN,Asia Pacific,Singapore,18,7.31
8.222.208.38,8443,8443,true,SIN,Asia Pacific,Singapore,88,7.31
47.245.56.121,2095,2095,false,HKG,Asia Pacific,Hong Kong,176,7.30
8.219.66.156,2086,2086,false,LAX,North America,Los Angeles,181,7.30
8.209.215.247,8880,8880,false,NRT,Asia Pacific,Tokyo,77,7.29
47.74.22.171,2082,2082,false,SIN,Asia Pacific,Singapore,165,7.29
47.74.18.121,8080,8080,false,SIN,Asia Pacific,Singapore,163,7.29
8.209.241.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,215,7.28
47.74.16.67,2053,2053,true,HKG,Asia Pacific,Hong Kong,251,7.28
8.219.178.225,8443,8443,true,SIN,Asia Pacific,Singapore,90,7.28
8.219.230.254,2086,2086,false,SIN,Asia Pacific,Singapore,6,7.28
47.74.50.249,80,80,false,HKG,Asia Pacific,Hong Kong,173,7.28
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.28
47.74.5.99,2096,2096,true,LAX,North America,Los Angeles,254,7.28
47.74.27.151,80,80,false,HKG,Asia Pacific,Hong Kong,181,7.28
8.222.144.219,2053,2053,true,SIN,Asia Pacific,Singapore,156,7.27
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,4,7.27
8.218.11.90,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,7.27
47.74.46.84,8080,8080,false,HKG,Asia Pacific,Hong Kong,170,7.27
8.219.61.52,2095,2095,false,SIN,Asia Pacific,Singapore,33,7.27
47.236.99.131,2053,2053,true,SIN,Asia Pacific,Singapore,83,7.27
8.219.178.9,8080,8080,false,SIN,Asia Pacific,Singapore,21,7.27
47.74.15.120,2086,2086,false,SIN,Asia Pacific,Singapore,157,7.27
8.219.172.128,2052,2052,false,SIN,Asia Pacific,Singapore,12,7.27
8.219.110.88,8080,8080,false,SIN,Asia Pacific,Singapore,8,7.26
47.91.29.108,8080,8080,false,LAX,North America,Los Angeles,183,7.26
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,90,7.26
47.91.19.249,2083,2083,true,SIN,Asia Pacific,Singapore,157,7.25
47.74.13.94,8880,8880,false,NRT,Asia Pacific,Tokyo,79,7.25
8.209.243.137,2087,2087,true,HKG,Asia Pacific,Hong Kong,213,7.25
47.74.13.94,2052,2052,false,NRT,Asia Pacific,Tokyo,77,7.25
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,101,7.25
8.219.60.130,2083,2083,true,SIN,Asia Pacific,Singapore,25,7.25
47.245.59.244,80,80,false,SIN,Asia Pacific,Singapore,172,7.24
8.209.243.99,8080,8080,false,NRT,Asia Pacific,Tokyo,83,7.24
47.74.5.233,2082,2082,false,SIN,Asia Pacific,Singapore,148,7.24
8.222.212.116,8080,8080,false,SIN,Asia Pacific,Singapore,7,7.24
8.219.111.147,2083,2083,true,SIN,Asia Pacific,Singapore,122,7.24
47.74.54.145,2052,2052,false,NRT,Asia Pacific,Tokyo,92,7.24
8.219.134.117,2086,2086,false,SIN,Asia Pacific,Singapore,36,7.23
47.74.13.239,8880,8880,false,NRT,Asia Pacific,Tokyo,91,7.22
8.219.103.126,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.22
47.74.16.255,2082,2082,false,NRT,Asia Pacific,Tokyo,96,7.22
8.219.249.148,2086,2086,false,SIN,Asia Pacific,Singapore,11,7.22
8.219.6.187,80,80,false,SIN,Asia Pacific,Singapore,2,7.22
8.222.152.165,2082,2082,false,SIN,Asia Pacific,Singapore,18,7.22
47.74.6.16,8080,8080,false,HKG,Asia Pacific,Hong Kong,142,7.22
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,57,7.21
8.219.157.97,2082,2082,false,SIN,Asia Pacific,Singapore,36,7.21
8.209.215.247,2082,2082,false,NRT,Asia Pacific,Tokyo,78,7.21
47.74.34.38,8443,8443,true,NRT,Asia Pacific,Tokyo,123,7.21
47.245.56.29,8080,8080,false,NRT,Asia Pacific,Tokyo,86,7.21
47.236.147.146,8080,8080,false,SIN,Asia Pacific,Singapore,286,7.21
8.222.128.131,80,80,false,SIN,Asia Pacific,Singapore,19,7.21
47.245.55.99,2096,2096,true,NRT,Asia Pacific,Tokyo,167,7.21
8.222.226.15,8880,8880,false,SIN,Asia Pacific,Singapore,47,7.21
8.222.129.245,2083,2083,true,HKG,Asia Pacific,Hong Kong,150,7.21
8.219.102.252,2087,2087,true,SIN,Asia Pacific,Singapore,113,7.21
47.74.13.66,80,80,false,HKG,Asia Pacific,Hong Kong,174,7.21
8.222.144.117,8443,8443,true,SIN,Asia Pacific,Singapore,65,7.20
47.74.0.183,80,80,false,NRT,Asia Pacific,Tokyo,78,7.20
47.74.13.200,2053,2053,true,HKG,Asia Pacific,Hong Kong,203,7.20
8.219.122.96,8443,8443,true,SIN,Asia Pacific,Singapore,120,7.20
8.219.167.65,8880,8880,false,SIN,Asia Pacific,Singapore,27,7.20
47.74.5.233,2053,2053,true,LAX,North America,Los Angeles,224,7.20
47.74.11.251,8443,8443,true,HKG,Asia Pacific,Hong Kong,228,7.20
8.219.134.117,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.20
47.74.13.239,2087,2087,true,NRT,Asia Pacific,Tokyo,173,7.19
8.209.242.25,2087,2087,true,SIN,Asia Pacific,Singapore,168,7.19
47.236.144.156,2082,2082,false,SIN,Asia Pacific,Singapore,31,7.19
47.236.144.156,80,80,false,SIN,Asia Pacific,Singapore,24,7.19
8.219.56.205,8443,8443,true,SIN,Asia Pacific,Singapore,82,7.19
47.74.26.196,2082,2082,false,HKG,Asia Pacific,Hong Kong,165,7.19
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,7.19
47.74.43.24,2087,2087,true,SIN,Asia Pacific,Singapore,175,7.19
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,7,7.19
47.74.12.139,2086,2086,false,LAX,North America,Los Angeles,185,7.19
8.219.60.54,2083,2083,true,SIN,Asia Pacific,Singapore,137,7.19
47.74.0.183,8080,8080,false,NRT,Asia Pacific,Tokyo,76,7.19
8.222.169.182,2095,2095,false,SIN,Asia Pacific,Singapore,13,7.18
8.222.180.242,8443,8443,true,SIN,Asia Pacific,Singapore,85,7.18
8.210.245.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,40,7.18
47.245.55.94,2095,2095,false,SIN,Asia Pacific,Singapore,157,7.18
47.74.52.104,80,80,false,HKG,Asia Pacific,Hong Kong,167,7.18
8.210.151.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,7.18
8.209.248.161,2083,2083,true,LAX,North America,Los Angeles,237,7.18
47.245.56.207,2096,2096,true,SIN,Asia Pacific,Singapore,247,7.18
8.219.67.133,80,80,false,SIN,Asia Pacific,Singapore,29,7.18
47.236.82.218,8880,8880,false,SIN,Asia Pacific,Singapore,27,7.17
8.218.48.92,2053,2053,true,HKG,Asia Pacific,Hong Kong,68,7.17
47.74.45.143,80,80,false,HKG,Asia Pacific,Hong Kong,167,7.17
47.74.4.47,8443,8443,true,SIN,Asia Pacific,Singapore,182,7.17
8.219.13.143,2083,2083,true,SIN,Asia Pacific,Singapore,39,7.17
8.222.145.164,8443,8443,true,SIN,Asia Pacific,Singapore,61,7.17
47.74.8.238,2083,2083,true,LAX,North America,Los Angeles,185,7.17
8.219.13.143,2087,2087,true,SIN,Asia Pacific,Singapore,31,7.17
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,53,7.17
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,73,7.16
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,68,7.16
47.236.103.153,2087,2087,true,SIN,Asia Pacific,Singapore,83,7.16
47.74.36.154,2053,2053,true,SIN,Asia Pacific,Singapore,167,7.15
47.236.148.174,2082,2082,false,SIN,Asia Pacific,Singapore,10,7.15
47.74.14.85,2083,2083,true,HKG,Asia Pacific,Hong Kong,233,7.14
47.236.83.239,2096,2096,true,SIN,Asia Pacific,Singapore,60,7.14
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,62,7.14
8.218.18.235,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,7.13
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,9,7.13
47.245.58.250,2096,2096,true,NRT,Asia Pacific,Tokyo,243,7.13
8.217.248.220,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,7.13
8.219.174.142,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.13
8.222.147.203,8880,8880,false,SIN,Asia Pacific,Singapore,34,7.13
47.236.97.254,2053,2053,true,SIN,Asia Pacific,Singapore,71,7.12
8.222.130.137,2087,2087,true,SIN,Asia Pacific,Singapore,80,7.12
47.74.54.33,8080,8080,false,HKG,Asia Pacific,Hong Kong,168,7.12
8.219.102.252,443,443,true,SIN,Asia Pacific,Singapore,72,7.12
8.209.215.247,2052,2052,false,NRT,Asia Pacific,Tokyo,74,7.12
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,13,7.12
47.245.52.165,8080,8080,false,LAX,North America,Los Angeles,189,7.12
8.219.172.128,2096,2096,true,SIN,Asia Pacific,Singapore,61,7.12
8.222.152.165,443,443,true,SIN,Asia Pacific,Singapore,105,7.12
47.74.13.200,2052,2052,false,NRT,Asia Pacific,Tokyo,88,7.12
8.219.121.87,8443,8443,true,SIN,Asia Pacific,Singapore,126,7.12
8.210.107.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,7.11
47.74.15.117,2053,2053,true,HKG,Asia Pacific,Hong Kong,180,7.11
47.245.113.117,8880,8880,false,SIN,Asia Pacific,Singapore,25,7.11
47.74.34.38,2083,2083,true,NRT,Asia Pacific,Tokyo,225,7.11
8.219.178.225,2083,2083,true,SIN,Asia Pacific,Singapore,102,7.11
47.74.5.99,2082,2082,false,SIN,Asia Pacific,Singapore,157,7.11
8.222.129.245,8080,8080,false,SIN,Asia Pacific,Singapore,6,7.11
8.219.126.3,8443,8443,true,SIN,Asia Pacific,Singapore,114,7.11
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,30,7.11
8.219.90.196,2087,2087,true,SIN,Asia Pacific,Singapore,123,7.11
47.74.40.13,2082,2082,false,SIN,Asia Pacific,Singapore,155,7.10
47.74.15.80,8080,8080,false,HKG,Asia Pacific,Hong Kong,172,7.10
47.236.144.208,2052,2052,false,SIN,Asia Pacific,Singapore,29,7.10
8.209.248.161,2095,2095,false,LAX,North America,Los Angeles,178,7.10
8.222.167.8,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.10
47.74.52.188,2083,2083,true,HKG,Asia Pacific,Hong Kong,168,7.10
47.74.45.143,2052,2052,false,SIN,Asia Pacific,Singapore,150,7.10
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,30,7.09
8.219.173.233,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.09
8.219.186.189,8443,8443,true,SIN,Asia Pacific,Singapore,94,7.09
8.219.83.201,2095,2095,false,SIN,Asia Pacific,Singapore,16,7.09
47.74.52.104,2082,2082,false,SIN,Asia Pacific,Singapore,158,7.08
47.74.4.47,2096,2096,true,LAX,North America,Los Angeles,267,7.08
8.222.144.219,2086,2086,false,SIN,Asia Pacific,Singapore,21,7.08
47.74.11.9,8443,8443,true,SIN,Asia Pacific,Singapore,157,7.08
47.74.54.145,8880,8880,false,NRT,Asia Pacific,Tokyo,75,7.08
47.245.107.174,2095,2095,false,SIN,Asia Pacific,Singapore,22,7.08
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,7.08
47.74.27.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,195,7.07
8.219.157.97,8880,8880,false,SIN,Asia Pacific,Singapore,52,7.07
47.91.31.231,2053,2053,true,HKG,Asia Pacific,Hong Kong,168,7.07
8.219.134.117,8080,8080,false,SIN,Asia Pacific,Singapore,67,7.07
8.222.145.110,8443,8443,true,SIN,Asia Pacific,Singapore,92,7.07
47.74.42.17,2095,2095,false,NRT,Asia Pacific,Tokyo,73,7.07
47.245.56.50,2052,2052,false,HKG,Asia Pacific,Hong Kong,191,7.07
47.74.27.211,2052,2052,false,SIN,Asia Pacific,Singapore,162,7.06
47.74.46.110,2087,2087,true,NRT,Asia Pacific,Tokyo,188,7.06
8.219.228.30,2086,2086,false,SIN,Asia Pacific,Singapore,4,7.06
8.210.192.93,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,7.05
8.210.21.65,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,7.05
8.219.13.143,2052,2052,false,SIN,Asia Pacific,Singapore,3,7.05
47.245.118.197,2095,2095,false,SIN,Asia Pacific,Singapore,11,7.05
47.74.36.154,2087,2087,true,SIN,Asia Pacific,Singapore,272,7.05
47.243.183.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,7.04
47.74.27.211,8443,8443,true,SIN,Asia Pacific,Singapore,226,7.03
47.74.12.139,2083,2083,true,HKG,Asia Pacific,Hong Kong,243,7.03
